in s,CH1 in V,CH2 in V
-9.073E-04,6.600E-01,3.260E+00
-8.913E-04,7.400E-01,3.260E+00
-8.753E-04,6.600E-01,3.260E+00
-8.593E-04,6.600E-01,3.260E+00
-8.433E-04,7.000E-01,3.260E+00
-8.273E-04,6.600E-01,3.260E+00
-8.114E-04,7.000E-01,3.260E+00
-7.954E-04,6.600E-01,3.260E+00
-7.794E-04,6.600E-01,3.260E+00
-7.634E-04,7.000E-01,3.260E+00
-7.474E-04,6.600E-01,3.260E+00
-7.314E-04,6.600E-01,3.260E+00
-7.154E-04,7.000E-01,3.260E+00
-6.994E-04,6.600E-01,3.260E+00
-6.834E-04,6.600E-01,3.260E+00
-6.674E-04,6.600E-01,3.260E+00
-6.515E-04,-2.000E-02,3.260E+00
-6.355E-04,-2.000E-02,3.260E+00
-6.195E-04,-2.000E-02,3.260E+00
-6.035E-04,8.200E-01,3.260E+00
-5.875E-04,9.000E-01,3.260E+00
-5.715E-04,9.400E-01,3.260E+00
-5.555E-04,9.400E-01,3.260E+00
-5.395E-04,9.400E-01,3.260E+00
-5.235E-04,9.400E-01,3.260E+00
-5.075E-04,9.400E-01,3.260E+00
-4.916E-04,9.400E-01,3.260E+00
-4.756E-04,9.400E-01,3.260E+00
-4.596E-04,9.400E-01,3.260E+00
-4.436E-04,9.400E-01,3.260E+00
-4.276E-04,1.020E+00,3.300E+00
-4.116E-04,9.400E-01,3.260E+00
-3.956E-04,9.400E-01,3.260E+00
-3.796E-04,9.400E-01,3.260E+00
-3.636E-04,9.400E-01,3.260E+00
-3.476E-04,9.400E-01,3.260E+00
-3.317E-04,9.400E-01,3.260E+00
-3.157E-04,9.400E-01,3.260E+00
-2.997E-04,1.020E+00,3.260E+00
-2.837E-04,9.400E-01,3.260E+00
-2.677E-04,9.400E-01,3.260E+00
-2.517E-04,9.400E-01,3.260E+00
-2.357E-04,9.400E-01,3.260E+00
-2.197E-04,9.400E-01,3.260E+00
-2.037E-04,9.400E-01,3.260E+00
-1.877E-04,9.400E-01,3.260E+00
-1.718E-04,1.020E+00,3.260E+00
-1.558E-04,9.400E-01,3.260E+00
-1.398E-04,9.400E-01,3.260E+00
-1.238E-04,9.400E-01,3.260E+00
-1.078E-04,9.400E-01,3.260E+00
-9.180E-05,9.400E-01,3.260E+00
-7.581E-05,9.400E-01,3.260E+00
-5.982E-05,9.400E-01,3.260E+00
-4.383E-05,9.400E-01,3.260E+00
-2.784E-05,-2.000E-02,2.700E+00
-1.185E-05,5.700E+00,1.800E-01
4.140E-06,2.340E+00,-1.300E+00
2.013E-05,1.660E+00,-1.780E+00
3.612E-05,1.540E+00,-2.060E+00
5.211E-05,1.540E+00,-2.300E+00
6.810E-05,1.500E+00,-2.420E+00
8.409E-05,1.540E+00,-2.500E+00
1.001E-04,1.540E+00,-2.540E+00
1.161E-04,1.500E+00,-2.620E+00
1.321E-04,1.500E+00,-2.620E+00
1.480E-04,1.500E+00,-2.620E+00
1.640E-04,1.500E+00,-2.660E+00
1.800E-04,1.500E+00,-2.660E+00
1.960E-04,1.500E+00,-2.700E+00
2.120E-04,1.540E+00,-2.660E+00
2.280E-04,1.500E+00,-2.660E+00
2.440E-04,1.500E+00,-2.660E+00
2.600E-04,1.580E+00,-2.660E+00
2.760E-04,1.540E+00,-2.660E+00
2.920E-04,1.500E+00,-2.700E+00
3.079E-04,1.540E+00,-2.700E+00
3.239E-04,1.540E+00,-2.700E+00
3.399E-04,1.540E+00,-2.700E+00
3.559E-04,1.500E+00,-2.700E+00
3.719E-04,1.500E+00,-2.700E+00
3.879E-04,1.660E+00,-2.700E+00
4.039E-04,1.500E+00,-2.700E+00
4.199E-04,1.500E+00,-2.700E+00
4.359E-04,1.500E+00,-2.700E+00
4.519E-04,1.500E+00,-2.700E+00
4.678E-04,1.500E+00,-2.700E+00
4.838E-04,1.500E+00,-2.700E+00
4.998E-04,1.500E+00,-2.700E+00
5.158E-04,1.580E+00,-2.700E+00
5.318E-04,1.500E+00,-2.700E+00
5.478E-04,1.500E+00,-2.700E+00
5.638E-04,1.540E+00,-2.700E+00
5.798E-04,1.500E+00,-2.700E+00
5.958E-04,1.540E+00,-2.700E+00
6.118E-04,1.100E+00,-2.700E+00
6.277E-04,1.500E+00,-2.700E+00
6.437E-04,1.700E+00,-2.660E+00
6.597E-04,1.620E+00,-2.700E+00
6.757E-04,1.580E+00,-2.700E+00
6.917E-04,1.620E+00,-2.700E+00
7.077E-04,1.580E+00,-2.700E+00
7.237E-04,1.620E+00,-2.700E+00
7.397E-04,1.620E+00,-2.700E+00
7.557E-04,1.620E+00,-2.700E+00
7.717E-04,1.660E+00,-2.700E+00
7.876E-04,1.620E+00,-2.700E+00
8.036E-04,1.620E+00,-2.700E+00
8.196E-04,1.740E+00,-2.700E+00
8.356E-04,1.620E+00,-2.700E+00
8.516E-04,1.620E+00,-2.700E+00
8.676E-04,1.620E+00,-2.700E+00
8.836E-04,1.620E+00,-2.700E+00
8.996E-04,1.660E+00,-2.660E+00
9.156E-04,1.620E+00,-2.700E+00
9.316E-04,1.580E+00,-2.700E+00
9.475E-04,1.740E+00,-2.660E+00
9.635E-04,1.620E+00,-2.700E+00
9.795E-04,1.580E+00,-2.700E+00
9.955E-04,1.660E+00,-2.700E+00
1.012E-03,1.580E+00,-2.700E+00
1.027E-03,1.620E+00,-2.700E+00
1.043E-03,1.620E+00,-2.700E+00
1.059E-03,1.620E+00,-2.700E+00
1.075E-03,1.660E+00,-2.700E+00
1.091E-03,1.620E+00,-2.700E+00
1.107E-03,1.580E+00,-2.660E+00
1.123E-03,1.620E+00,-2.700E+00
1.139E-03,1.620E+00,-2.700E+00
1.155E-03,1.620E+00,-2.700E+00
1.171E-03,1.620E+00,-2.700E+00
1.187E-03,1.580E+00,-2.700E+00
1.203E-03,1.660E+00,-2.700E+00
1.219E-03,1.620E+00,-2.700E+00
1.235E-03,-2.000E-02,-2.700E+00
1.251E-03,-2.000E-02,-2.700E+00
1.267E-03,6.600E-01,-2.700E+00
1.283E-03,1.140E+00,-2.700E+00
1.299E-03,1.180E+00,-2.700E+00
